permit_record_id,permit_address,permit_date,permit_est_cost,mls_list_no,mls_address,mls_list_date,mls_settled_date,mls_sale_price,match_type,match_score,time_to_list_days,time_to_sale_days,sale_to_cost_ratio
"","26 Putney Rd 4 2","","","72716645","26 Putney Rd 4 2","2020-08-26","2020-10-29","","exact","1","","",""
"","32 Pine Ridge Rd 3 2","","","72713416","32 Pine Ridge Rd 3 2","2020-08-19","2020-10-19","","exact","1","","",""
"","39 Standish Rd 3 2","","","73432274","39 Standish Road 3 2","2025-09-16","2025-11-11","","exact","1","","",""
"","23 Glen Road 4 2","","","72680933","23 Glen Road 4 2","2020-06-24","2020-08-06","","exact","1","","",""
"","26 Roberts Road 3 1","","","72628005","26 Roberts Road 3 1","2020-03-03","2020-06-25","","exact","1","","",""
"","10 Kimlo Road 3 2","","","72615921","10 Kimlo Road 3 2","2020-02-04","2020-06-24","","exact","1","","",""
"","73 Prospect St 4 1","","","73235463","73 Prospect St 4 1","2024-05-08","2024-06-25","","exact","1","","",""
"","111 Great Plain Ave 4 3","","","72765790","111 Great Plain Ave 4 3","2020-12-09","2021-02-25","","exact","1","","",""
"","51 Northgate Rd 4 1","","","72719657","51 Northgate Rd 4 1","2020-09-01","2020-11-15","","exact","1","","",""
"","81 Seaver Street 3 2","","","73042674","81 Seaver Street 3 2","2022-09-28","2022-12-01","","exact","1","","",""
"","74 Curve St 3 1","","","73380382","74 Curve St 3 1","2025-05-26","2025-07-15","","exact","1","","",""
"","2 Woodfield Rd 4 2","","","72976770","2 Woodfield Rd 4 2","2022-05-04","2022-08-30","","exact","1","","",""
"","17 Ledyard Street 3 2","","","72709460","17 Ledyard Street 3 2","2020-08-12","2020-09-20","","exact","1","","",""
"","24 Northgate Rd 3 2","","","72610858","24 Northgate Rd 3 2","2020-01-21","2020-03-29","","exact","1","","",""
"","19 Kirkland Cir 2 3","","","72607248","19 Kirkland Cir 2 3","2020-01-12","2020-04-14","","exact","1","","",""
"","164 Walnut Street 3 2","","","73028586","164 Walnut Street 3 2","2022-08-23","2022-10-06","","exact","1","","",""
"","48 Fuller Brook Rd 2 1","","","72915872","48 Fuller Brook Rd 2 1","2021-11-02","2021-12-08","","exact","1","","",""
"","1 Vista Road 4 2","","","72838585","1 Vista Road 4 2","2021-05-26","2021-12-22","","exact","1","","",""
"","16 Summit Rd 3 2","","","72836590","16 Summit Rd 3 2","2021-05-25","2021-08-02","","exact","1","","",""
"","16 Granite St 4 1","","","73075842","16 Granite Street 4 1","2023-02-01","2023-05-04","","exact","1","","",""
"","49 Leighton Rd 3 2","","","72804602","49 Leighton Rd 3 2","2021-03-25","2021-05-02","","exact","1","","",""
"","20 Chesterton Rd 3 1","","","72738800","20 Chesterton Rd 3 1","2020-10-06","2020-11-15","","exact","1","","",""
"","17 Paine 3 2","","","72717251","17 Paine 3 2","2020-08-27","2020-10-05","","exact","1","","",""
"","15 Lexington Rd 3 2","","","73023954","15 Lexington Rd 3 2","2022-08-09","2022-11-01","","exact","1","","",""
"","10 Oakland Cir 3 2","","","72740295","10 Oakland Cir 3 2","2020-10-07","2021-01-18","","exact","1","","",""
"","93 Brook St 4 2","","","72625431","93 Brook St 4 2","2020-02-27","2020-03-12","","exact","1","","",""
"","68 Standish Rd 2 2","","","73041888","68 Standish Rd 2 2","2022-09-27","2022-10-27","","exact","1","","",""
"","8 Hampden St 4 2","","","72975540","8 Hampden St 4 2","2022-05-02","2022-06-15","","exact","1","","",""
"","41 Brook St 3 1","","","72946849","41 Brook St 3 1","2022-02-27","2022-03-28","","exact","1","","",""
"","127 Prospect St 3 2","","","72939620","127 Prospect St 3 2","2022-02-02","2022-06-13","","exact","1","","",""
"","13 Donizetti St 3 2","","","72865652","13 Donizetti St 3 2","2021-07-13","2021-08-17","","exact","1","","",""
"","4 Southwick Cir 3 1","","","73442600","4 Southwick Cir 3 1","2025-10-10","2025-11-19","","exact","1","","",""
"","555 Worcester St 4 4","","","72746584","555 Worcester St 4 4","2020-10-20","2021-01-14","","exact","1","","",""
"","45 Howe Street 3 1","","","73038812","45 Howe Street 3 1","2022-09-19","2022-11-15","","exact","1","","",""
"","68 Washburn Ave 3 2","","","72618648","68 Washburn Ave 3 2","2020-02-11","2020-07-14","","exact","1","","",""
"","65 Longfellow Road 3 2","","","72611596","65 Longfellow Road 3 2","2020-01-23","2020-04-01","","exact","1","","",""
"","92 Washburn Ave 4 2","","","72547484","92 Washburn Ave 4 2","2019-08-08","2020-02-19","","exact","1","","",""
"","71 Fuller Brook Road 4 2","","","72562232","71 Fuller Brook Road 4 2","2019-09-09","2020-05-28","","exact","1","","",""
"","59 Russell Road 3 2","","","72966639","59 Russell Road 3 2","2022-04-13","2022-05-01","","exact","1","","",""
"","8 Vista Rd 3 1","","","72940974","8 Vista Rd 3 1","2022-02-08","2022-04-03","","exact","1","","",""
"","4 Hastings Street 4 2","","","72855740","4 Hastings Street 4 2","2021-06-23","2021-08-11","","exact","1","","",""
"","40 Upwey Rd 4 2","","","72631881","40 Upwey Rd 4 2","2020-03-10","2020-09-24","","exact","1","","",""
"","11 Brookmere Ave 4 2","","","73380984","11 Brookmere Avenue 4 2","2025-05-27","2025-07-20","","exact","1","","",""
"","13 Willow Road 4 2","","","72647749","13 Willow Road 4 2","2020-04-24","2020-06-28","","exact","1","","",""
"","15 Ivy Road 4 2","","","72639541","15 Ivy Road 4 2","2020-03-30","2020-06-10","","exact","1","","",""
"","60 McLean St 4 2","","","72986424","60 McLean St 4 2","2022-05-22","2022-07-13","","exact","1","","",""
"","8 Bradley Avenue 3 1","","","72980716","8 Bradley Avenue 3 1","2022-05-11","2022-08-17","","exact","1","","",""
"","61 Sheridan Rd 3 2","","","72818507","61 Sheridan Rd 3 2","2021-04-20","2021-07-05","","exact","1","","",""
"","2 Pinewood Rd 4 2","","","72782081","2 Pinewood Rd 4 2","2021-02-02","2021-04-07","","exact","1","","",""
"","9 Sylvan Rd 4 2","","","72744840","9 Sylvan Rd 4 2","2020-10-17","2021-01-24","","exact","1","","",""
"","20 Saunders Ter 3 1","","","72956531","20 Saunders Ter 3 1","2022-03-22","2022-05-08","","exact","1","","",""
"","14 Fife Rd 4 2","","","72772264","14 Fife Rd 4 2","2021-01-06","2021-02-10","","exact","1","","",""
"","33 Avon Rd 3 1","","","73078834","33 Avon Road 3 1","2023-02-13","2023-04-18","","exact","1","","",""
"","7 Kirkland Circle 5 2","","","72732158","7 Kirkland Circle 5 2","2020-09-23","2020-11-22","","exact","1","","",""
"","12 Pinevale Avenue 3 2","","","72714016","12 Pinevale Avenue 3 2","2020-08-20","2020-10-22","","exact","1","","",""
"","11 Hill Top Road 3 2","","","72939189","11 Hill Top Road 3 2","2022-02-01","2022-04-10","","exact","1","","",""
"","44 Pinewood Rd 4 1","","","72959518","44 Pinewood Rd 4 1","2022-03-29","2022-05-05","","exact","1","","",""
"","35 Rice St 3 1","","","72620493","35 Rice St 3 1","2020-02-16","2020-04-29","","exact","1","","",""
"","50 Washburn Ave 3 1","","","72854973","50 Washburn Ave 3 1","2021-06-22","2021-07-26","","exact","1","","",""
"","302 Weston Rd 3 2","","","72845953","302 Weston Rd 3 2","2021-06-08","2021-08-08","","exact","1","","",""
"","11 Duxbury Road 3 2","","","72822008","11 Duxbury Road 3 2","2021-04-27","2021-06-29","","exact","1","","",""
"","14 Brookdale Ave 3 2","","","72911811","14 Brookdale Ave 3 2","2021-10-21","2022-01-18","","exact","1","","",""
"","7 Pleasant St 3 2","","","73036624","7 Pleasant St 3 2","2022-09-13","2022-12-28","","exact","1","","",""
"","12 Eaton Court 4 2","","","73029663","12 Eaton Court 4 2","2022-08-24","2022-10-06","","exact","1","","",""
"","27 Lantern Ln 4 2","","","72861997","27 Lantern Ln 4 2","2021-07-06","2021-11-04","","exact","1","","",""
"","8 Fells Rd 4 2","","","72842533","8 Fells Rd 4 2","2021-06-02","2021-08-05","","exact","1","","",""
"","7 Fife Rd 3 1","","","72838507","7 Fife Rd 3 1","2021-05-26","2021-08-15","","exact","1","","",""
"","5 Dexter Rd 3 2","","","72811537","5 Dexter Rd 3 2","2021-04-07","2021-08-30","","exact","1","","",""
"","10 Windemere Rd 4 1","","","72739194","10 Windemere Rd 4 1","2020-10-06","2020-12-08","","exact","1","","",""
"","7 Cedar Brook Rd 4 2","","","72535602","7 Cedar Brook Rd 4 2","2019-07-16","2020-04-28","","exact","1","","",""
"","229 Weston Rd 3 1","","","72830600","229 Weston Rd 3 1","2021-05-11","2021-08-05","","exact","1","","",""
"","15 Howe Street 3 1","","","73044990","15 Howe Street 3 1","2022-10-04","2022-12-11","","exact","1","","",""
"","3 Rockland St 3 1","","","73013032","3 Rockland St 3 1","2022-07-17","2022-11-02","","exact","1","","",""
"","1 Bow St 3 2","","","73390306","1 Bow Street 3 2","2025-06-11","2025-08-06","","exact","1","","",""
"","25 Geraldine Dr. 6 4","","","72977138","25 Geraldine Dr. 6 4","2022-05-04","2022-06-08","","exact","1","","",""
"","39 College Road 3 2","","","72975311","39 College Road 3 2","2022-05-02","2022-07-19","","exact","1","","",""
"","87 Parker Rd 4 1","","","72969391","87 Parker Rd 4 1","2022-04-19","2022-05-30","","exact","1","","",""
"","12 Cottonwood Rd 3 1","","","72964464","12 Cottonwood Rd 3 1","2022-04-06","2022-06-26","","exact","1","","",""
"","39 Elmwood Rd 3 2","","","72964257","39 Elmwood Rd 3 2","2022-04-06","2022-05-11","","exact","1","","",""
"","41 Pine Ridge Road 3 2","","","72834494","41 Pine Ridge Road 3 2","2021-05-18","2021-07-14","","exact","1","","",""
"","277 Weston Rd 3 2","","","72827095","277 Weston Rd 3 2","2021-05-05","2021-08-05","","exact","1","","",""
"","47 Colburn Road 2 2","","","72659209","47 Colburn Road 2 2","2020-05-19","2020-06-11","","exact","1","","",""
"","6 Oakland Cir 3 2","","","72944331","6 Oakland Cir 3 2","2022-02-17","2022-07-24","","exact","1","","",""
"","28 Grantland Rd 3 1","","","72787107","28 Grantland Rd 3 1","2021-02-16","2021-05-04","","exact","1","","",""
"","102 Evergreen Ave 3 1","","","72949586","102 Evergreen Ave 3 1","2022-03-06","2022-05-12","","exact","1","","",""
"","31 Clifford St 3 1","","","72902095","31 Clifford St 3 1","2021-09-28","2021-11-03","","exact","1","","",""
"","103 Mayo Road 3 1","","","72884858","103 Mayo Road 3 1","2021-08-21","2021-10-21","","exact","1","","",""
"","69 Donizetti St 3 2","","","72652479","69 Donizetti St 3 2","2020-05-05","2020-06-17","","exact","1","","",""
"","6 Redwing Rd 3 2","","","73036919","6 Redwing Rd 3 2","2022-09-13","2022-12-04","","exact","1","","",""
"","15 Oriole Rd 3 2","","","73344945","15 Oriole Rd 3 2","2025-03-12","2025-04-23","","exact","1","","",""
"","4 Bryn Mawr Rd 3 2","","","72662235","4 Bryn Mawr Rd 3 2","2020-05-26","2020-07-13","","exact","1","","",""
"","39 Mayo Rd 3 2","","","73307616","39 Mayo Road 3 2","2024-10-29","2024-12-11","","exact","1","","",""
"","36 Bay View Road 3 1","","","73045697","36 Bay View Road 3 1","2022-10-06","2022-11-13","","exact","1","","",""
"","62 River Street 3 1","","","73034634","62 River Street 3 1","2022-09-08","2022-12-14","","exact","1","","",""
"","20 Marshall Rd 3 2","","","72888879","20 Marshall Rd 3 2","2021-08-31","2021-10-05","","exact","1","","",""
"","19 Priscilla Road 5 2","","","72747130","19 Priscilla Road 5 2","2020-10-21","2020-12-15","","exact","1","","",""
"","60 Audubon Rd 3 2","","","72619452","60 Audubon Rd 3 2","2020-02-12","2020-04-14","","exact","1","","",""
"","9 Stonecleve Road 4 2","","","72803425","9 Stonecleve Road 4 2","2021-03-23","2021-06-01","","exact","1","","",""
"","31 Atwood St 3 2","","","72811545","31 Atwood St 3 2","2021-04-07","2021-05-24","","exact","1","","",""
"","20 Beechwood Terrace 3 1","","","72928515","20 Beechwood Terrace 3 1","2021-12-16","2022-02-17","","exact","1","","",""
"","12 Durant Road 3 2","","","73222397","12 Durant Road 3 2","2024-04-09","2024-07-29","","exact","1","","",""
"","15 Redwing Road 4 2","","","72659527","15 Redwing Road 4 2","2020-05-20","2020-06-28","","exact","1","","",""
"","3 Fairbanks Ave 4 1","","","72826236","3 Fairbanks Ave 4 1","2021-05-04","2021-06-22","","exact","1","","",""
"","5 Sessions St 3 2","","","72803558","5 Sessions St 3 2","2021-03-23","2021-05-27","","exact","1","","",""
"","30 Lexington Rd 3 2","","","72709979","30 Lexington Rd 3 2","2020-08-13","2020-11-12","","exact","1","","",""
"","22 Grantland Rd 3 1","","","72604534","22 Grantland Rd 3 1","2020-01-04","2020-03-01","","exact","1","","",""
"","71 Beechwood Rd 3 2","","","72838373","71 Beechwood Rd 3 2","2021-05-25","2021-07-29","","exact","1","","",""
"","11 Wildon Road 3 1","","","72702495","11 Wildon Road 3 1","2020-08-01","2020-09-20","","exact","1","","",""
"","27 Manor Ave 3 2","","","72793811","27 Manor Ave 3 2","2021-03-04","2021-05-27","","exact","1","","",""
"","14 Greenlawn Avenue 3 2","","","72790094","14 Greenlawn Avenue 3 2","2021-02-24","2021-06-06","","exact","1","","",""
"","20 Clifford St 4 1","","","72702431","20 Clifford St 4 1","2020-08-01","2020-09-30","","exact","1","","",""
"","32 Bobolink Rd 3 3","","","72693445","32 Bobolink Rd 3 3","2020-07-16","2020-09-03","","exact","1","","",""
"","4 Stevens Rd 4 1","","","72641874","4 Stevens Rd 4 1","2020-04-06","2020-09-08","","exact","1","","",""
"","19 Turner Road 3 1","","","72891904","19 Turner Road 3 1","2021-09-07","2021-09-23","","exact","1","","",""
"","12 Pine Tree Rd 3 1","","","73016932","12 Pine Tree Rd 3 1","2022-07-24","2022-08-25","","exact","1","","",""
"","72 Martin Rd 3 1","","","72806927","72 Martin Rd 3 1","2021-03-31","2021-05-26","","exact","1","","",""
"","79 ALBA ROAD 3 1","","","72995466","79 ALBA ROAD 3 1","2022-06-08","2022-07-21","","exact","1","","",""
"","5 Sylvester Ter 4 1","","","72669269","5 Sylvester Ter 4 1","2020-06-06","2020-07-30","","exact","1","","",""
"","6 Bethel Rd 3 2","","","72660738","6 Bethel Rd 3 2","2020-05-21","2020-07-14","","exact","1","","",""
"","24 Martin Rd 3 1","","","73052252","24 Martin Rd 3 1","2022-10-25","2023-01-10","","exact","1","","",""
"","305 Linden Street 2 2","","","72945642","305 Linden Street 2 2","2022-02-22","2022-04-28","","exact","1","","",""
"","36 Shore Rd 3 1","","","72933794","36 Shore Rd 3 1","2022-01-12","2022-02-24","","exact","1","","",""
"","2 Alba Rd 2 1","","","72916643","2 Alba Rd 2 1","2021-11-03","2022-01-02","","exact","1","","",""
"","15 HASTINGS STREET 5 2","","","72914005","15 HASTINGS STREET 5 2","2021-10-27","2021-12-27","","exact","1","","",""
"","20 Edgemoor Ave 4 2","","","72858024","20 Edgemoor Ave 4 2","2021-06-28","2021-09-16","","exact","1","","",""
"","42 Martin Rd. 3 1","","","72823088","42 Martin Rd. 3 1","2021-04-28","2021-06-29","","exact","1","","",""
"","9 Wilde Rd 3 1","","","72801096","9 Wilde Rd 3 1","2021-03-18","2021-05-12","","exact","1","","",""
"","23 Lawrence Rd 3 2","","","72793824","23 Lawrence Rd 3 2","2021-03-04","2021-05-09","","exact","1","","",""
"","28 Edgemoor Avenue 3 1","","","72780961","28 Edgemoor Avenue 3 1","2021-01-31","2021-04-19","","exact","1","","",""
"","35 Fells Rd 3 2","","","72771923","35 Fells Rd 3 2","2021-01-05","2021-02-18","","exact","1","","",""
"","31 Pinewood Rd 3 3","","","72762027","31 Pinewood Rd 3 3","2020-11-29","2021-01-20","","exact","1","","",""
"","3 Stevens Rd 3 1","","","72749810","3 Stevens Rd 3 1","2020-10-27","2020-12-15","","exact","1","","",""
"","319 Linden Street 2 2","","","72724834","319 Linden Street 2 2","2020-09-10","2020-12-06","","exact","1","","",""
"","20 Cavanagh Rd. 3 1","","","72687154","20 Cavanagh Rd. 3 1","2020-07-07","2020-08-23","","exact","1","","",""
"","41 Oakland St 4 2","","","72660049","41 Oakland St 4 2","2020-05-20","2020-08-28","","exact","1","","",""
"","7 Ashmont Rd 3 2","","","72659569","7 Ashmont Rd 3 2","2020-05-20","2020-10-29","","exact","1","","",""
"","73 Prospect St 4 1","","","73235463","73 Prospect St 4 1","2024-05-08","2024-06-25","","exact","1","","",""
"","24 Pine Plain Road 3 1","","","72616018","24 Pine Plain Road 3 1","2020-02-04","2020-06-22","","exact","1","","",""
"","8 Spruce Park 3 2","","","72990564","8 Spruce Park 3 2","2022-05-31","2022-07-14","","exact","1","","",""
"","24 College Rd 3 2","","","72645150","24 College Rd 3 2","2020-04-16","2020-06-17","","exact","1","","",""
"","5 Intervale Rd 2 2","","","73443551","5 Intervale Rd 2 2","2025-10-14","2025-11-20","","exact","1","","",""
"","89 Wellesley Avenue 4 3","","","72578025","89 Wellesley Avenue 4 3","2019-10-09","2020-01-30","","exact","1","","",""
"","7 Massasoit Rd 3 2","","","72735595","7 Massasoit Rd 3 2","2020-09-30","2020-11-15","","exact","1","","",""
"","89 Seaver St 3 2","","","72704882","89 Seaver St 3 2","2020-08-04","2020-09-09","","exact","1","","",""
"","30 Pine Plain Rd 3 1","","","72696151","30 Pine Plain Rd 3 1","2020-07-21","2020-10-01","","exact","1","","",""
"","5 Greenlawn Ave 3 1","","","72648207","5 Greenlawn Ave 3 1","2020-04-26","2020-06-14","","exact","1","","",""
"","61 Donizetti Street 4 2","","","72666225","61 Donizetti Street 4 2","2020-06-01","2020-07-16","","exact","1","","",""
"","12 Ashmont Rd 4 2","","","72712111","12 Ashmont Rd 4 2","2020-08-18","2020-09-27","","exact","1","","",""
"","110 Great Plain Ave 3 2","","","72754451","110 Great Plain Ave 3 2","2020-11-06","2020-12-22","","exact","1","","",""
"","22 Geraldine Drive 3 2","","","72686764","22 Geraldine Drive 3 2","2020-07-07","2020-10-14","","exact","1","","",""
"","41 Manor Ave 4 2","","","72616391","41 Manor Ave 4 2","2020-02-05","2020-03-22","","exact","1","","",""
"","41 Maurice Road 3 1","","","72663339","41 Maurice Road 3 1","2020-05-27","2020-08-27","","exact","1","","",""
"","103 Manor ave 3 1","","","72872739","103 Manor ave 3 1","2021-07-27","2021-11-09","","exact","1","","",""
"","88 Crest Rd 4 1","","","72952666","88 Crest Rd 4 1","2022-03-30","2022-08-02","","exact","1","","",""
"","7 Sunnyside Ave 3 2","","","72881210","7 Sunnyside Ave 3 2","2021-08-12","2021-09-23","","exact","1","","",""
"","28 High Ledge Ave 3 1","","","72613894","28 High Ledge Ave 3 1","2020-01-29","2020-03-26","","exact","1","","",""
"","23 Hastings Street 2 2","","","72606233","23 Hastings Street 2 2","2020-01-08","2020-04-20","","exact","1","","",""
"","85 Kingsbury St 3 2","","","72573832","85 Kingsbury St 3 2","2019-10-01","2020-03-22","","exact","1","","",""
"","243 WESTON RD 3 1","","","72750189","243 WESTON RD 3 1","2020-10-28","2020-12-29","","exact","1","","",""
"","17 Roberts Rd 3 1","","","73231381","17 Roberts Rd 3 1","2024-04-30","2024-06-06","","exact","1","","",""
"","421 Weston Rd 3 1","","","73084781","421 Weston Road 3 1","2023-03-05","2023-04-17","","exact","1","","",""
"","1 Westerly St 3 1","","","73043331","1 Westerly St 3 1","2022-09-30","2022-11-07","","exact","1","","",""
"","19 Minuteman Ln 4 2","","","72928380","19 Minuteman Ln 4 2","2021-12-15","2022-01-31","","exact","1","","",""
"","7 Oriole Rd 3 2","","","72831211","7 Oriole Rd 3 2","2021-05-12","2021-06-30","","exact","1","","",""
"","20 Duxbury Rd 3 2","","","72859609","20 Duxbury Rd 3 2","2021-07-01","2021-11-16","","exact","1","","",""
"","6 Bryn Mawr Road 2 1","","","72954679","6 Bryn Mawr Road 2 1","2022-03-17","2022-04-25","","exact","1","","",""
"","22 Cunningham Rd 2 1","","","72687775","22 Cunningham Rd 2 1","2020-07-08","2020-10-27","","exact","1","","",""
